student_id,roll_no,full_name,gender,email,phone,branch,year,semester,section,academic_id,semester_academics,cgpa,sgpa,class_rank,backlogs,internal_avg,external_avg,attendance_id,semester_attendance,attendance_percentage,classes_attended,classes_conducted,low_attendance,placement_id,aptitude_score,resume_score,communication_score,interview_readiness,employability_score,placement_probability,placed,package_lpa,portfolio_id,projects,certifications,github_repositories,github_score,risk_id,backlog_risk,attendance_risk,placement_risk,overall_risk,ai_suggestion,skill_id,python,java,sql,machine_learning,data_science,communication,coding_score
1011,CSE221011,Student_11,Male,student11@mail.com,8999999923.524601,CSE,2.0,4.0,B,-58.926354827899374,2.0,5.87,6.8,70.81019049858325,1.9946513019549992,19.722331195108854,46.657668474335345,0.0,2.0,80.56,121.077267204527,149.71255340873483,0.09,69.37193735057008,58.15,37.48,50.5,54.164967355926315,48.2,Medium,0.8298861770741137,0.5846578217089823,-143.2437040081092,1.7251897661082056,1.762740243615441,7.305356681719233,37.36,-194.5558400349407,Medium,Low,Medium,High,Keep consistency.,95.39674597930205,66.72369523837084,69.60550837585242,72.71207608986363,67.1384450233467,67.44813035403449,50.14253446125825,100.0
1012,CSE221013,Student_12,Female,student13@mail.com,8999999995.57634,ECE,2.0,4.0,B,11.89830809909611,8.0,8.38,8.15,66.97957070519166,0.6211062253322406,25.33871652285805,59.61683105577517,93.84,4.0,90.71,135.64039652136813,150.15415551092664,0.07,-51.92633237044236,81.49,55.24,70.68,73.83368865002755,65.32,High,0.7456561953525829,0.030293649983893528,44.69603285764205,2.7779604366563877,2.9894071736682957,10.832839033669094,51.87,-82.90889842578011,Medium,Low,Medium,Medium,"Improve attendance, DSA, projects.",-57.923843448345366,87.27715912702037,78.45326608334024,86.08137892817119,75.25858419254442,79.74696993459685,67.685512052316,100.0
1013,CSE221014,Student_14,Male,student13@mail.com,9000000063.037294,IT,3.0,4.0,B,-36.389679208167856,4.0,8.5,9.57,98.70309039597757,-0.4123378757776695,27.983278503631244,66.3034211255793,100.0,2.0,77.48,114.12897749052874,150.84385910222397,0.47,86.84838459025835,88.63,69.29,79.13,82.44322105684063,73.62,Medium,1.7725377048279893,16.524670966345443,-152.01548448824227,3.9723250953891096,5.607663608473853,9.005741882406634,59.99,-101.66169393100502,Medium,High,Medium,Low,"Improve attendance, DSA, projects.",-23.255627562099313,85.40725344646648,86.26697105542071,83.01564121165305,78.58480389511018,71.2712053644877,79.08480476169466,100.0
1014,CSE221014,Student_15,Female,student14@mail.com,8999999822.158775,DS,3.0,1.0,A,282.93779373455476,4.0,9.51,9.14,111.1620511113361,-0.2770875865960733,28.180037472122383,65.17094611261787,0.0,2.0,98.84,150.30656558764383,150.44117945601656,0.94,159.6035083604082,91.25,84.05,100.0,93.64258722092694,80.78,High,0.7795815912899645,3.9889569842631576,81.25428481540608,5.198906867969792,2.5006843871487394,5.711203844798575,77.11,-56.04067015745058,Low,High,Low,Low,"Improve attendance, DSA, projects.",93.95244738189159,94.55365721323444,98.8567948639613,97.87420973667096,89.37280407560061,92.0955451441775,99.87990490738983,100.0
1015,CSE221016,Student_15,Male,student15@mail.com,8999999980.309023,CSE,1.0,5.0,B,73.96899696829385,4.0,6.02,6.57,10.420134240943758,2.7062679807378416,18.589842443502235,47.086500216585804,100.0,4.0,84.12,127.30968957440905,150.2673837916975,0.0,-205.11144508106057,79.72,43.89,61.31,70.21778434389255,47.29,Low,-0.9623973344328066,0.2935908434384843,147.14916509289145,3.176475061709141,2.1130617476124574,2.9598627696420285,34.91,11.27177882547026,High,High,High,High,"Improve attendance, DSA, projects.",-58.97292806107491,70.47042373060205,71.71237055753302,70.03407013221963,63.33747320572724,58.670625997516765,59.782501690573305,100.0
1016,CSE221016,Student_17,Male,student17@mail.com,9000000088.058304,IT,3.0,4.0,C,33.9564359654603,6.0,8.22,7.17,104.95240654672843,1.9216022848979046,22.699272731550607,52.58732302266673,6.05,0.0,99.66,151.03844244998953,150.85076028218913,0.46,-88.96371554363238,89.54,53.18,76.54,80.34055646556963,60.0,High,-0.15802930787152125,0.4512588184425789,131.5447350752185,2.5050784869970744,2.1407866725034905,5.918751319866567,30.45,-105.00512426733918,Medium,High,Medium,Low,"Improve attendance, DSA, projects.",60.80082381852863,82.01280664650093,73.56312620017019,72.47675836912241,76.85225104267322,71.88500144867622,75.30613054861628,100.0
1017,CSE221017,Student_17,Female,student17@mail.com,8999999796.982464,DS,2.0,2.0,A,178.3472518044291,2.0,4.59,5.08,7.788678972551896,3.064938577368298,16.97344682440755,40.230269839155206,77.76,6.0,89.26,135.1568551127028,150.61260028540013,0.0,65.9841192938838,48.26,34.61,49.08,47.3281103784385,37.93,Low,1.4832133187252523,1.5215453372007883,231.27765630423096,2.1449651946980683,1.2245881907992677,7.43306323926806,24.91,145.32030966360452,High,Low,High,High,"Improve attendance, DSA, projects.",203.21410919277434,54.12524104162951,52.536098243355326,62.49682070921605,37.59984215991904,60.80600440097233,46.37922934396571,93.58
1018,CSE221018,Student_19,Female,student19@mail.com,9000000055.60026,IT,1.0,5.0,B,67.61106199207131,7.0,5.99,5.75,24.74834113207603,2.9073641467200084,18.3483310020612,42.80353665464514,0.0,1.0,81.37,124.75732022798744,150.27023107819366,0.7,189.40409471705732,85.3,36.56,61.72,72.84159527167166,43.66,Low,0.45148695808154493,0.11845412867329498,-60.917753979707484,0.986841994270054,0.5708758456448468,5.876366289526255,32.77,272.1574236452796,Low,High,Medium,High,"Improve attendance, DSA, projects.",-17.712319786619496,70.2892964513669,69.42789196983927,69.54576241060366,60.69234569847852,58.269698326617615,60.206622054267214,100.0
1019,CSE221019,Student_19,Female,student20@mail.com,9000000081.980995,AI,4.0,3.0,C,-8.238270969411673,2.0,7.06,7.16,7.187961955350884,2.275185513123021,22.08676103462558,49.92920221588072,80.8,7.0,87.54,130.00590150176478,150.65304702388707,0.0,-102.31763079306172,80.06,57.33,85.41,83.51658818119728,57.72,Medium,1.2592662064776092,6.293703770819351,53.86271772479145,2.3799507652234615,1.6301303225082866,9.083179363854757,35.35,147.7509029667071,High,High,High,Medium,Keep consistency.,-26.94009523184537,79.00414224533681,70.61262328721503,73.89958309536458,69.85597841580147,68.67410861175185,86.15233684263852,100.0
1020,CSE221020,Student_20,Male,student20@mail.com,8999999853.07156,ECE,1.0,8.0,B,47.548244703807704,2.0,5.55,4.89,56.73151434356894,3.659980620743328,18.535777490678917,42.67054932163764,0.0,2.0,79.64,117.87483199402281,149.93935983025958,0.0,-161.99999757332264,60.01,38.15,54.52,59.37446132180091,44.6,Medium,0.4028031074444984,0.649420960021038,-52.73122740414567,2.660302271397836,0.8001185933782766,10.047062481688021,42.55,-61.94633046563415,High,High,High,Medium,"Improve attendance, DSA, projects.",50.746334326649645,69.67473108267771,75.53487158333276,68.20509310152886,51.147828992549286,52.813439407798825,56.53996584001854,100.0
1021,CSE221021,Student_21,Male,student22@mail.com,9000000072.520489,CSE,2.0,6.0,C,-123.42382309337444,5.0,9.31,9.14,87.68649864488692,-0.19505369338037526,26.727606030974176,65.96548279384233,0.0,3.0,92.69,137.61417648101516,150.5602610404681,0.77,-158.39739658881956,91.32,74.27,83.6,87.04427934553405,78.58,Medium,1.3595583347686357,13.01639023602701,142.48146763449887,3.9479444522728264,6.02053701572757,3.25613783523276,79.19,111.24905831882279,Medium,High,Low,Medium,Keep consistency.,315.4129047327318,84.9309413720813,74.21040150853952,84.3298485098211,72.37243312060417,74.45279488873435,84.90003920966947,100.0
1022,CSE221022,Student_22,Male,student22@mail.com,8999999903.012804,AI,3.0,2.0,A,-52.030923344180664,8.0,7.31,8.09,35.401074051983606,1.798698366154344,22.64105323518616,53.08417798577737,77.12,7.0,89.06,131.1736878719989,150.19316520251792,0.0,84.70766864076755,88.53,58.58,84.62,84.96972968937764,60.93,Medium,0.9927612823768195,18.26149573380266,-72.06917959851177,1.6090410590515913,4.535653520642737,5.672367867791961,41.51,-12.081681861802998,Medium,Low,Medium,Medium,"Improve attendance, DSA, projects.",152.91647861880983,80.78551095625272,83.62926456548456,80.51720943560107,80.02745714897063,73.86761350403695,84.32223229969142,100.0
1023,CSE221023,Student_24,Female,student24@mail.com,9000000062.029303,AI,4.0,5.0,C,-0.8017413208562765,3.0,9.98,9.81,54.99998885500477,0.5497197308673907,28.52441208965868,67.19077025332896,0.0,7.0,99.96,149.26208734511854,149.73398476142222,0.14,-44.115914239930916,97.66,84.07,99.05,101.17746347801165,81.92,High,1.6921642092346092,4.526472210822847,-8.848558464156593,4.665236346968421,5.535050020349851,10.827060681057358,72.48,-96.38529821991055,Low,High,High,Low,Keep consistency.,59.05072003666833,100.40474586215198,98.0606777747764,100.88573977159353,83.16751462586042,98.39941904581512,99.48574992738085,100.0
1024,CSE221024,Student_24,Female,student25@mail.com,9000000097.396536,CSE,3.0,2.0,A,43.43549556238274,5.0,6.74,7.63,83.42714473258035,2.0853018319163366,20.493063980236244,47.49216661885306,0.0,3.0,85.92,127.55703270041967,150.0599634607175,0.0,100.48356476545143,73.93,43.32,54.62,66.15397554200887,52.02,Medium,0.13839674040878064,0.1921072730355162,135.698250654173,2.527111249525236,3.7995923766819137,5.0770033774161005,43.19,112.27425481654106,Medium,Low,High,Medium,Keep consistency.,-54.4542684381925,68.6929617779034,63.25168335292692,65.6569969360054,49.912935787413744,63.14073827394778,51.93479332629937,100.0
1025,CSE221025,Student_25,Male,student26@mail.com,8999999964.033903,DS,1.0,4.0,A,-29.91533233666361,8.0,10.0,9.88,55.37368635915302,-0.09476065988315907,29.21213024277907,69.11364714281733,100.0,7.0,95.47,142.37974780743625,149.76764531614975,0.0,94.79533063577189,92.29,82.55,99.22,93.71675681687343,77.88,Medium,0.43215721258286954,13.065194414552018,136.43012570198624,3.4121788329585185,6.664234555990726,7.565244831828027,74.53,-205.75354770778827,Medium,High,Medium,Medium,"Improve attendance, DSA, projects.",-38.79349931436477,80.8402966202134,85.50275124058072,73.86242126299766,80.55318669086432,79.6957435227914,99.11164488706902,100.0
1026,CSE221026,Student_27,Female,student27@mail.com,9000000003.392242,AI,4.0,8.0,A,57.716273150638926,4.0,7.28,7.56,30.251819130148238,2.3241488357077986,20.20193976959724,46.95720443259209,100.0,2.0,88.29,132.2097030302599,150.2059589565209,0.61,-92.51687966353549,76.0,47.84,80.21,77.68182759544717,52.68,Low,-0.7964590724960959,-0.9221027356212974,-75.96194776517034,0.7116938555236332,1.0692959346733848,2.9363926837682683,39.85,87.19170187451553,Low,Low,High,High,"Improve attendance, DSA, projects.",-108.61792677882235,67.3374634514365,66.28093999341732,73.47185567491945,65.99611151212466,65.43003117725401,77.31697997716361,100.0
1027,CSE221027,Student_27,Male,student27@mail.com,9000000059.28842,CSE,4.0,3.0,B,35.30036457284747,8.0,6.85,6.1,82.16856177502287,1.8135622015107695,20.628797137162998,49.23916400819947,0.0,9.0,84.36,127.11101692952785,149.76035706320948,0.03,-46.24360865362779,76.6,56.24,76.73,80.18508577913987,57.79,Low,-0.415514126932943,0.4924514967852775,148.1899980218781,2.7609263187700175,2.83646264835786,8.127148127435685,25.26,-9.609060461209744,Medium,High,High,Medium,"Improve attendance, DSA, projects.",4.98037651601847,80.516835815232,70.19066830667975,87.38657483845944,74.13962397176188,76.2414864022899,79.54026039185617,100.0
1028,CSE221029,Student_29,Male,student28@mail.com,8999999972.353718,IT,1.0,9.0,A,-45.482623156245126,2.0,9.31,9.79,2.2109348688882813,0.2695506679629027,28.793150149173332,67.46288997537484,0.0,3.0,98.7,149.8877658336737,148.78290721706736,0.41,-54.737975951513235,100.0,85.65,97.0,99.10683063462021,82.99,Low,0.6931577665422451,4.831790178615595,81.90558056333796,4.993972215629985,6.805539997204555,7.9086078661492305,84.64,-59.34370377991104,Low,High,Low,High,Keep consistency.,-22.184968764532734,100.28893793647056,101.14115520536454,99.63305659955854,81.5180900242554,85.12583827078059,96.71228854114447,100.0
1029,CSE221029,Student_29,Male,student29@mail.com,8999999902.455435,IT,4.0,5.0,A,12.820630659262026,4.0,8.08,7.52,-1.8419737859503078,1.0939785568726232,24.15669048608176,55.949045796269296,0.0,6.0,97.9,147.27782929609202,150.16555157673295,0.13,148.12070725734898,89.51,63.85,84.05,87.14982711034203,64.75,Medium,0.6473232244394562,10.606380840165292,25.790099083836836,3.5698428651489804,2.279169350076309,13.914611418446366,50.47,90.36998016910638,Medium,Low,Medium,Medium,Keep consistency.,75.12985278071794,75.31345250324304,81.51828939624721,80.04996743552755,63.59590029149491,63.55387939246892,83.40801357598308,100.0
1030,CSE221031,Student_31,Female,student31@mail.com,9000000078.79772,ECE,1.0,4.0,B,-43.7372095288203,4.0,7.28,5.65,40.68504332223933,2.6235084656345937,20.810150408788466,47.4751178056413,0.0,5.0,85.02,127.59646159315989,149.49631766705318,0.04,7.762909069033849,55.35,43.88,55.2,55.10593105994031,48.52,Low,0.2515372008244095,0.04106549296129385,173.97426221524412,2.5511983266320857,1.5528439161203764,4.97051601279033,40.81,-78.45121836597778,High,Low,High,Medium,"Improve attendance, DSA, projects.",98.44331634244104,62.013965972537136,58.95573002318631,64.21404519797744,58.45866195727323,61.65767436672299,54.71119426202546,100.0
1031,CSE221031,Student_31,Male,student31@mail.com,8999999941.38048,ECE,2.0,7.0,B,-190.64166195327405,7.0,7.05,7.01,90.1530901602034,2.160578431420649,22.568484866300658,51.78513935676114,0.0,2.0,94.74,141.53340532359817,150.07613408191395,0.0,19.927416459106453,77.09,53.75,68.89,75.01480054187438,58.81,High,0.0529583509539501,-0.4274731722843483,28.041926066995764,2.6791242656477725,1.911955721434615,4.4892176033416815,42.57,9.256754317296615,Medium,High,Medium,Low,"Improve attendance, DSA, projects.",-153.51561519039623,81.44555695521687,92.14819737986237,79.94295018014209,71.99052894818333,81.29028549551889,70.9142330419849,100.0
1032,CSE221032,Student_33,Male,student33@mail.com,9000000092.379854,DS,4.0,5.0,B,90.2218630825092,3.0,9.72,9.71,9.108187149326362,0.10351921443197057,27.93955902479451,64.99496627786863,100.0,9.0,92.72,137.00471790090714,149.44677195849573,0.0,179.31347143589122,100.0,72.35,97.28,97.16435883349133,77.08,High,0.9486052324707821,16.227246091608546,79.7487762229207,2.5601059981467724,3.9278439057944867,6.061718430185439,48.98,-123.50666890031957,Low,Low,Medium,Medium,"Improve attendance, DSA, projects.",113.69967869619212,99.92725461118093,92.47820647609497,100.78934175207567,94.34625156978807,94.4960947488651,93.21089210525794,100.0
1033,CSE221034,Student_33,Male,student33@mail.com,8999999897.60326,AI,3.0,6.0,A,-19.223125607442064,2.0,7.83,7.38,34.23393259239776,1.5485935282589878,20.814457133416273,49.45485788991086,0.0,5.0,76.74,113.95944593230915,150.77066842915875,0.0,-56.986099343764835,79.68,50.58,86.17,81.87508301533961,54.44,Medium,-0.7829760294251863,-0.6237429219216241,59.0019858609725,1.3398088896102305,2.3580043583024652,5.6607427113593065,36.44,33.68479140833759,Medium,Low,Medium,Medium,"Improve attendance, DSA, projects.",-82.0922857114098,83.40064109511633,71.63916826341436,88.67752256338774,72.21605197542603,90.59103993404011,82.56891542152061,100.0
1034,CSE221035,Student_34,Female,student34@mail.com,9000000015.89209,IT,3.0,3.0,A,109.1761344188551,5.0,7.44,6.86,105.08387788020646,2.4177078931805065,20.036786889219933,47.28223059745993,49.0,3.0,69.58,106.1994540034774,150.0852942323632,1.96,92.85562430145666,65.35,46.58,56.05,60.4162243582427,50.51,Low,0.31715226430054017,-0.9178568406596814,-66.63710393690178,3.1340274018901773,1.3431420317423048,11.681989432633385,52.88,253.5512582766274,High,Low,High,Medium,"Improve attendance, DSA, projects.",129.49961751216776,76.97029346422025,65.04180098815364,65.91812110038295,64.99878013146514,63.81309349181022,55.493999093658346,68.58
1035,CSE221036,Student_35,Male,student35@mail.com,9000000102.908525,ECE,2.0,4.0,B,-72.36638750276478,8.0,6.51,6.75,65.84799082947886,2.3807652276473625,19.889957399714454,45.417211599768365,100.0,10.0,85.9,128.26198120160217,148.79971383694217,0.0,2.595439074689949,74.22,35.08,54.5,60.17454212312794,44.02,Medium,0.08318120698610314,0.03559393189390603,-162.051949244186,0.3710977352494943,2.4061034904442,3.141788979663667,15.32,24.403585122670805,Medium,High,High,High,"Improve attendance, DSA, projects.",171.30886858265555,54.82790627652563,59.169498890384354,53.80334208783829,46.99569373209239,44.52507638903001,52.71018407985829,100.0
1036,CSE221036,Student_36,Male,student36@mail.com,9000000077.88053,AI,2.0,6.0,A,32.27700350426137,6.0,5.89,6.0,32.19028548825794,2.2395535400969475,18.99204325576932,45.370656469682544,74.6,4.0,70.43,104.81108702885021,150.3659177781618,1.26,17.102286053277926,55.34,37.96,47.87,51.45861009917053,43.32,Medium,-0.260833442866039,-0.3941122368604617,30.80200018209161,1.746099903113296,1.1035244672085371,9.6869937922312,36.91,-10.22360330578033,High,High,High,High,Keep consistency.,-18.706456091974367,58.96123781233759,53.07863550371677,61.48026973595385,49.4435716478736,50.1119554502009,46.92042367522877,100.0
1037,CSE221037,Student_37,Female,student37@mail.com,8999999890.868176,DS,2.0,9.0,A,314.4347425292643,5.0,7.53,7.56,96.32349855027962,0.23879459855755258,22.782092610829405,54.45300866617087,100.0,1.0,85.42,129.7673218141729,150.11670815043843,0.02,235.8235254234238,97.64,53.66,79.68,90.92381277807031,57.95,Low,-0.9910790282347222,0.15963148137866562,44.30417644115591,1.3227327343259612,3.2227156352062476,3.066973615660007,50.13,-138.99010454112357,Medium,Low,High,High,Keep consistency.,-144.93403343154674,79.44404749385387,68.959156274022,83.75354421198843,67.64611830464203,75.81454242548342,77.62344186428297,100.0
1038,CSE221039,Student_38,Male,student39@mail.com,9000000040.041752,ECE,2.0,1.0,C,75.15758574511173,8.0,8.08,8.43,11.205423112968587,-0.004149709234287924,25.540044651956926,57.49182642526048,0.0,7.0,81.21,121.00632497210478,150.45779751239854,0.0,149.67542471230104,83.37,67.58,87.13,86.90452825476241,66.32,High,0.3407982252258328,6.4373325672682755,64.35442515926061,3.221716291343133,2.357607332953768,4.143460422314772,41.69,-156.96273242632245,High,High,Low,Medium,"Improve attendance, DSA, projects.",133.44664734339904,89.56240699844034,79.7991660533088,87.24645964991257,77.94127266308159,75.51722100340194,89.4407410957857,100.0
1039,CSE221039,Student_39,Male,student40@mail.com,9000000035.745365,AI,5.0,4.0,A,151.6554298219072,7.0,8.76,9.19,120.64650051703221,0.11307454978396683,26.231498296098188,62.626630350179575,0.0,3.0,79.1,121.05020676646319,150.39929393028947,0.27,121.45563271853494,76.38,64.22,80.45,76.75125166176743,70.8,Medium,2.345288381841353,14.951773248141459,-133.34150176447721,2.91920893144099,5.37871969806665,7.860962986364264,56.0,125.61075180268627,Low,High,Low,Low,Keep consistency.,26.073039664645563,83.62246514891629,87.8319519451619,85.5491624249118,82.14442755654974,80.25053315543457,81.3303922649859,100.0
1040,CSE221040,Student_40,Male,student41@mail.com,9000000017.560814,CSE,4.0,5.0,B,123.8897181521877,3.0,5.48,6.3,119.69750480946028,3.712548636435166,17.993804392223982,41.34053016761049,0.0,2.0,83.56,124.63109251061123,150.19701852931155,0.0,65.36045846819242,64.71,35.04,59.38,63.68102485020895,42.33,Low,0.22902089244425813,0.06132204441437952,-90.93186410381577,1.2075984911270432,1.957166547961813,2.865347777319301,44.15,-49.3213775078095,High,Low,High,High,Keep consistency.,109.9902683054221,51.13169547452265,42.805180931926294,42.90519726405272,31.898592012914378,52.31582734845363,60.724575528452675,100.0
1041,CSE221041,Student_41,Female,student41@mail.com,9000000246.443613,DS,2.0,7.0,A,187.0810859932074,4.0,7.56,7.0,6.319006904044875,1.9918630220634597,21.08828420968142,50.16614294789317,46.15,7.0,88.31,133.3913836797387,149.66281537254707,0.62,-21.92458048742504,45.53,37.61,57.57,48.57808280167793,48.12,Low,0.2007336481576044,0.3156524183227203,172.24237814376025,1.2257255642100315,2.7028518882838135,8.42398464999646,22.1,-228.74572319222182,Medium,Low,High,High,"Improve attendance, DSA, projects.",38.94457183536738,64.00088535438174,56.326876750716416,71.29971417996228,57.217372513684914,50.91791527779545,57.933218813222524,100.0
1042,CSE221042,Student_43,Male,student42@mail.com,9000000066.941021,IT,3.0,7.0,B,-90.98469395556151,6.0,5.7,6.8,61.03853428150423,1.1687521690416804,18.449724587201192,42.19194301971115,100.0,8.0,72.57,108.30752450686013,149.95994962663949,0.02,180.69696434555138,82.51,44.08,74.31,76.52523179507264,45.75,Low,0.18567008486387723,0.06774437879247068,85.1675692372099,0.8409393328519201,2.1299094170680473,2.7660077778414047,21.87,167.54135021912037,Medium,Low,Medium,High,"Improve attendance, DSA, projects.",-60.1451592510584,76.14096637948792,71.14366901659872,70.0829542973834,72.8749946194283,63.73990543612738,74.75445085790442,100.0
