student_id,roll_no,full_name,gender,email,phone,branch,year,semester,section
1044,CSE221044,Student_44,Male,student44@mail.com,9000000044,AI,4,4,C
1045,CSE221045,Student_45,Male,student45@mail.com,9000000045,AI,4,6,B
1046,CSE221046,Student_46,Male,student46@mail.com,9000000046,IT,2,5,C
1047,CSE221047,Student_47,Male,student47@mail.com,9000000047,IT,4,2,A
1048,CSE221048,Student_48,Male,student48@mail.com,9000000048,CSE,1,4,A
1049,CSE221049,Student_49,Female,student49@mail.com,9000000049,AI,1,5,C
1050,CSE221050,Student_50,Female,student50@mail.com,9000000050,DS,1,1,B
1051,CSE221051,Student_51,Male,student51@mail.com,9000000051,ECE,3,4,C
1052,CSE221052,Student_52,Female,student52@mail.com,9000000052,AI,1,6,B
1053,CSE221053,Student_53,Male,student53@mail.com,9000000053,ECE,2,5,A
1054,CSE221054,Student_54,Male,student54@mail.com,9000000054,DS,1,6,B
1055,CSE221055,Student_55,Female,student55@mail.com,9000000055,ECE,2,8,C
1056,CSE221056,Student_56,Female,student56@mail.com,9000000056,IT,2,6,A
1057,CSE221057,Student_57,Female,student57@mail.com,9000000057,DS,1,3,B
1058,CSE221058,Student_58,Male,student58@mail.com,9000000058,AI,4,8,B
1059,CSE221059,Student_59,Female,student59@mail.com,9000000059,ECE,1,6,C
1060,CSE221060,Student_60,Female,student60@mail.com,9000000060,CSE,2,5,C
1061,CSE221061,Student_61,Male,student61@mail.com,9000000061,DS,3,4,B
1062,CSE221062,Student_62,Male,student62@mail.com,9000000062,ECE,3,3,C
1063,CSE221063,Student_63,Female,student63@mail.com,9000000063,IT,4,4,C
1064,CSE221064,Student_64,Female,student64@mail.com,9000000064,DS,4,5,B
1065,CSE221065,Student_65,Female,student65@mail.com,9000000065,ECE,2,5,B
1066,CSE221066,Student_66,Male,student66@mail.com,9000000066,CSE,4,7,C
1067,CSE221067,Student_67,Male,student67@mail.com,9000000067,IT,1,7,A
1068,CSE221068,Student_68,Male,student68@mail.com,9000000068,CSE,4,3,B
1069,CSE221069,Student_69,Male,student69@mail.com,9000000069,CSE,3,8,B
1070,CSE221070,Student_70,Female,student70@mail.com,9000000070,IT,2,2,B
1071,CSE221071,Student_71,Female,student71@mail.com,9000000071,ECE,4,4,B
1072,CSE221072,Student_72,Male,student72@mail.com,9000000072,AI,4,6,C
1073,CSE221073,Student_73,Female,student73@mail.com,9000000073,ECE,3,8,C
1074,CSE221074,Student_74,Female,student74@mail.com,9000000074,ECE,1,6,B
1075,CSE221075,Student_75,Female,student75@mail.com,9000000075,DS,4,2,C
1076,CSE221076,Student_76,Male,student76@mail.com,9000000076,ECE,1,1,B
1077,CSE221077,Student_77,Female,student77@mail.com,9000000077,IT,1,3,A
1078,CSE221078,Student_78,Male,student78@mail.com,9000000078,DS,2,5,B
1079,CSE221079,Student_79,Male,student79@mail.com,9000000079,AI,4,5,A
1080,CSE221080,Student_80,Female,student80@mail.com,9000000080,CSE,4,4,B
1081,CSE221081,Student_81,Male,student81@mail.com,9000000081,ECE,3,6,B
1082,CSE221082,Student_82,Male,student82@mail.com,9000000082,AI,4,1,B
1083,CSE221083,Student_83,Female,student83@mail.com,9000000083,ECE,2,8,A
1084,CSE221084,Student_84,Male,student84@mail.com,9000000084,DS,4,1,B
1085,CSE221085,Student_85,Male,student85@mail.com,9000000085,CSE,3,7,A
1086,CSE221086,Student_86,Male,student86@mail.com,9000000086,DS,2,1,B
1087,CSE221087,Student_87,Female,student87@mail.com,9000000087,DS,2,7,A
1088,CSE221088,Student_88,Female,student88@mail.com,9000000088,IT,3,1,A
1089,CSE221089,Student_89,Female,student89@mail.com,9000000089,AI,2,7,A
1090,CSE221090,Student_90,Female,student90@mail.com,9000000090,CSE,4,7,B
1091,CSE221091,Student_91,Female,student91@mail.com,9000000091,ECE,4,7,B
1092,CSE221092,Student_92,Female,student92@mail.com,9000000092,ECE,1,3,B
1093,CSE221093,Student_93,Male,student93@mail.com,9000000093,DS,1,1,B
1094,CSE221094,Student_94,Male,student94@mail.com,9000000094,CSE,1,3,C
1095,CSE221095,Student_95,Male,student95@mail.com,9000000095,IT,4,1,B
1096,CSE221096,Student_96,Male,student96@mail.com,9000000096,DS,3,7,C
1097,CSE221097,Student_97,Male,student97@mail.com,9000000097,DS,3,6,A
1098,CSE221098,Student_98,Male,student98@mail.com,9000000098,AI,4,4,A
1099,CSE221099,Student_99,Male,student99@mail.com,9000000099,DS,1,3,A
1100,CSE221100,Student_100,Male,student100@mail.com,9000000100,AI,2,1,B
1101,CSE221101,Student_101,Female,student101@mail.com,9000000101,CSE,3,3,C
1102,CSE221102,Student_102,Female,student102@mail.com,9000000102,CSE,4,7,C
1103,CSE221103,Student_103,Female,student103@mail.com,9000000103,IT,2,4,C
1104,CSE221104,Student_104,Male,student104@mail.com,9000000104,ECE,2,6,C
1105,CSE221105,Student_105,Female,student105@mail.com,9000000105,DS,4,6,B
1106,CSE221106,Student_106,Female,student106@mail.com,9000000106,ECE,3,4,A
1107,CSE221107,Student_107,Male,student107@mail.com,9000000107,CSE,4,1,A
1108,CSE221108,Student_108,Female,student108@mail.com,9000000108,IT,3,2,C
1109,CSE221109,Student_109,Male,student109@mail.com,9000000109,DS,1,1,C
1110,CSE221110,Student_110,Female,student110@mail.com,9000000110,AI,2,8,B
1111,CSE221111,Student_111,Female,student111@mail.com,9000000111,CSE,4,3,C
1112,CSE221112,Student_112,Male,student112@mail.com,9000000112,DS,1,4,C
1113,CSE221113,Student_113,Male,student113@mail.com,9000000113,CSE,2,5,B
1114,CSE221114,Student_114,Female,student114@mail.com,9000000114,DS,1,1,B
1115,CSE221115,Student_115,Male,student115@mail.com,9000000115,AI,4,6,C
1116,CSE221116,Student_116,Male,student116@mail.com,9000000116,CSE,1,4,B
1117,CSE221117,Student_117,Male,student117@mail.com,9000000117,IT,3,3,A
1118,CSE221118,Student_118,Male,student118@mail.com,9000000118,AI,3,8,B
1119,CSE221119,Student_119,Male,student119@mail.com,9000000119,ECE,1,2,A
1120,CSE221120,Student_120,Male,student120@mail.com,9000000120,CSE,3,8,C
1121,CSE221121,Student_121,Male,student121@mail.com,9000000121,ECE,3,4,C
1122,CSE221122,Student_122,Female,student122@mail.com,9000000122,IT,2,7,A
1123,CSE221123,Student_123,Female,student123@mail.com,9000000123,DS,2,6,A
1124,CSE221124,Student_124,Female,student124@mail.com,9000000124,AI,3,8,A
1125,CSE221125,Student_125,Female,student125@mail.com,9000000125,IT,3,1,A
1126,CSE221126,Student_126,Male,student126@mail.com,9000000126,CSE,2,4,C
1127,CSE221127,Student_127,Male,student127@mail.com,9000000127,AI,2,4,C
1128,CSE221128,Student_128,Female,student128@mail.com,9000000128,DS,4,6,C
1129,CSE221129,Student_129,Female,student129@mail.com,9000000129,DS,3,8,C
1130,CSE221130,Student_130,Male,student130@mail.com,9000000130,ECE,3,5,B
1131,CSE221131,Student_131,Female,student131@mail.com,9000000131,DS,3,7,A
1132,CSE221132,Student_132,Male,student132@mail.com,9000000132,CSE,2,6,B
1133,CSE221133,Student_133,Female,student133@mail.com,9000000133,AI,3,1,C
1134,CSE221134,Student_134,Male,student134@mail.com,9000000134,CSE,4,7,B
1135,CSE221135,Student_135,Female,student135@mail.com,9000000135,ECE,3,7,B
1136,CSE221136,Student_136,Male,student136@mail.com,9000000136,IT,3,6,A
1137,CSE221137,Student_137,Female,student137@mail.com,9000000137,DS,4,3,B
1138,CSE221138,Student_138,Female,student138@mail.com,9000000138,IT,2,1,A
1139,CSE221139,Student_139,Male,student139@mail.com,9000000139,DS,1,4,A
1140,CSE221140,Student_140,Female,student140@mail.com,9000000140,ECE,2,3,C
1141,CSE221141,Student_141,Male,student141@mail.com,9000000141,AI,4,6,A
1142,CSE221142,Student_142,Male,student142@mail.com,9000000142,AI,1,3,B
1143,CSE221143,Student_143,Female,student143@mail.com,9000000143,ECE,3,2,B
1144,CSE221144,Student_144,Male,student144@mail.com,9000000144,ECE,3,6,A
1145,CSE221145,Student_145,Male,student145@mail.com,9000000145,CSE,2,4,A
1146,CSE221146,Student_146,Male,student146@mail.com,9000000146,IT,2,3,B
1147,CSE221147,Student_147,Female,student147@mail.com,9000000147,ECE,2,8,C
1148,CSE221148,Student_148,Female,student148@mail.com,9000000148,IT,2,4,C
1149,CSE221149,Student_149,Female,student149@mail.com,9000000149,DS,1,2,B
1150,CSE221150,Student_150,Male,student150@mail.com,9000000150,CSE,4,3,B
1151,CSE221151,Student_151,Male,student151@mail.com,9000000151,DS,3,6,C
1152,CSE221152,Student_152,Female,student152@mail.com,9000000152,AI,1,1,C
1153,CSE221153,Student_153,Female,student153@mail.com,9000000153,IT,3,1,B
1154,CSE221154,Student_154,Male,student154@mail.com,9000000154,AI,2,5,A
1155,CSE221155,Student_155,Male,student155@mail.com,9000000155,AI,1,3,B
1156,CSE221156,Student_156,Female,student156@mail.com,9000000156,IT,1,2,C
1157,CSE221157,Student_157,Female,student157@mail.com,9000000157,IT,2,6,C
1158,CSE221158,Student_158,Female,student158@mail.com,9000000158,AI,2,7,C
1159,CSE221159,Student_159,Female,student159@mail.com,9000000159,ECE,1,1,C
1160,CSE221160,Student_160,Male,student160@mail.com,9000000160,AI,1,2,B
1161,CSE221161,Student_161,Male,student161@mail.com,9000000161,CSE,1,8,A
1162,CSE221162,Student_162,Female,student162@mail.com,9000000162,IT,3,6,B
1163,CSE221163,Student_163,Female,student163@mail.com,9000000163,IT,3,5,C
1164,CSE221164,Student_164,Male,student164@mail.com,9000000164,DS,1,4,C
1165,CSE221165,Student_165,Male,student165@mail.com,9000000165,ECE,1,8,A
1166,CSE221166,Student_166,Male,student166@mail.com,9000000166,CSE,2,1,A
1167,CSE221167,Student_167,Female,student167@mail.com,9000000167,CSE,4,1,A
1168,CSE221168,Student_168,Male,student168@mail.com,9000000168,CSE,2,7,A
1169,CSE221169,Student_169,Male,student169@mail.com,9000000169,ECE,4,8,B
1170,CSE221170,Student_170,Male,student170@mail.com,9000000170,IT,4,3,C
1171,CSE221171,Student_171,Female,student171@mail.com,9000000171,IT,2,1,C
1172,CSE221172,Student_172,Female,student172@mail.com,9000000172,IT,3,5,A
1173,CSE221173,Student_173,Female,student173@mail.com,9000000173,DS,2,2,B
1174,CSE221174,Student_174,Male,student174@mail.com,9000000174,CSE,2,5,C
1175,CSE221175,Student_175,Female,student175@mail.com,9000000175,AI,2,2,A
1176,CSE221176,Student_176,Male,student176@mail.com,9000000176,CSE,4,8,A
1177,CSE221177,Student_177,Female,student177@mail.com,9000000177,CSE,1,7,C
1178,CSE221178,Student_178,Female,student178@mail.com,9000000178,IT,1,1,C
1179,CSE221179,Student_179,Female,student179@mail.com,9000000179,DS,2,4,B
1180,CSE221180,Student_180,Female,student180@mail.com,9000000180,AI,2,6,A
1181,CSE221181,Student_181,Male,student181@mail.com,9000000181,ECE,3,1,A
1182,CSE221182,Student_182,Male,student182@mail.com,9000000182,DS,1,7,B
1183,CSE221183,Student_183,Male,student183@mail.com,9000000183,CSE,4,4,C
1184,CSE221184,Student_184,Female,student184@mail.com,9000000184,DS,4,6,A
1185,CSE221185,Student_185,Female,student185@mail.com,9000000185,AI,1,5,C
1186,CSE221186,Student_186,Male,student186@mail.com,9000000186,CSE,2,1,A
1187,CSE221187,Student_187,Male,student187@mail.com,9000000187,AI,2,6,B
1188,CSE221188,Student_188,Female,student188@mail.com,9000000188,IT,1,8,C
1189,CSE221189,Student_189,Male,student189@mail.com,9000000189,IT,3,5,A
1190,CSE221190,Student_190,Male,student190@mail.com,9000000190,DS,1,4,B
1191,CSE221191,Student_191,Female,student191@mail.com,9000000191,ECE,1,2,B
1192,CSE221192,Student_192,Male,student192@mail.com,9000000192,CSE,3,3,C
1193,CSE221193,Student_193,Male,student193@mail.com,9000000193,IT,3,8,B
1194,CSE221194,Student_194,Male,student194@mail.com,9000000194,DS,1,1,A
1195,CSE221195,Student_195,Male,student195@mail.com,9000000195,CSE,2,3,B
1196,CSE221196,Student_196,Male,student196@mail.com,9000000196,ECE,4,6,B
1197,CSE221197,Student_197,Female,student197@mail.com,9000000197,AI,3,5,C
1198,CSE221198,Student_198,Female,student198@mail.com,9000000198,ECE,4,1,C
1199,CSE221199,Student_199,Female,student199@mail.com,9000000199,ECE,2,8,C
1200,CSE221200,Student_200,Male,student200@mail.com,9000000200,ECE,4,3,C
1201,CSE221201,Student_201,Male,student201@mail.com,9000000201,ECE,2,4,C
1202,CSE221202,Student_202,Male,student202@mail.com,9000000202,AI,4,3,C
1203,CSE221203,Student_203,Female,student203@mail.com,9000000203,DS,3,8,C
1204,CSE221204,Student_204,Male,student204@mail.com,9000000204,DS,3,7,B
1205,CSE221205,Student_205,Female,student205@mail.com,9000000205,DS,3,6,C
1206,CSE221206,Student_206,Female,student206@mail.com,9000000206,CSE,1,4,A
1207,CSE221207,Student_207,Male,student207@mail.com,9000000207,IT,2,5,A
1208,CSE221208,Student_208,Female,student208@mail.com,9000000208,AI,4,4,B
1209,CSE221209,Student_209,Male,student209@mail.com,9000000209,ECE,2,8,A
1210,CSE221210,Student_210,Female,student210@mail.com,9000000210,IT,3,4,C
1211,CSE221211,Student_211,Male,student211@mail.com,9000000211,CSE,2,2,B
1212,CSE221212,Student_212,Female,student212@mail.com,9000000212,ECE,3,8,C
1213,CSE221213,Student_213,Male,student213@mail.com,9000000213,IT,4,8,C
1214,CSE221214,Student_214,Male,student214@mail.com,9000000214,IT,3,2,C
1215,CSE221215,Student_215,Female,student215@mail.com,9000000215,DS,4,5,C
1216,CSE221216,Student_216,Male,student216@mail.com,9000000216,AI,4,6,C
1217,CSE221217,Student_217,Male,student217@mail.com,9000000217,IT,1,5,A
1218,CSE221218,Student_218,Female,student218@mail.com,9000000218,DS,4,1,A
1219,CSE221219,Student_219,Male,student219@mail.com,9000000219,IT,3,2,C
1220,CSE221220,Student_220,Male,student220@mail.com,9000000220,DS,2,1,C
1221,CSE221221,Student_221,Male,student221@mail.com,9000000221,DS,1,3,C
1222,CSE221222,Student_222,Male,student222@mail.com,9000000222,DS,1,5,B
1223,CSE221223,Student_223,Female,student223@mail.com,9000000223,AI,1,8,A
1224,CSE221224,Student_224,Female,student224@mail.com,9000000224,AI,2,8,B
1225,CSE221225,Student_225,Female,student225@mail.com,9000000225,ECE,2,5,C
1226,CSE221226,Student_226,Female,student226@mail.com,9000000226,ECE,4,4,C
1227,CSE221227,Student_227,Female,student227@mail.com,9000000227,AI,1,5,C
1228,CSE221228,Student_228,Female,student228@mail.com,9000000228,CSE,2,6,B
1229,CSE221229,Student_229,Female,student229@mail.com,9000000229,ECE,3,1,B
1230,CSE221230,Student_230,Male,student230@mail.com,9000000230,DS,3,2,A
1231,CSE221231,Student_231,Female,student231@mail.com,9000000231,DS,4,8,A
1232,CSE221232,Student_232,Male,student232@mail.com,9000000232,CSE,1,3,B
1233,CSE221233,Student_233,Female,student233@mail.com,9000000233,AI,1,6,A
1234,CSE221234,Student_234,Female,student234@mail.com,9000000234,IT,3,1,A
1235,CSE221235,Student_235,Female,student235@mail.com,9000000235,ECE,1,3,B
1236,CSE221236,Student_236,Male,student236@mail.com,9000000236,AI,1,3,C
1237,CSE221237,Student_237,Female,student237@mail.com,9000000237,CSE,2,8,C
1238,CSE221238,Student_238,Male,student238@mail.com,9000000238,IT,3,7,A
1239,CSE221239,Student_239,Male,student239@mail.com,9000000239,IT,3,2,B
1240,CSE221240,Student_240,Male,student240@mail.com,9000000240,DS,4,7,C
1241,CSE221241,Student_241,Male,student241@mail.com,9000000241,IT,4,1,C
1242,CSE221242,Student_242,Male,student242@mail.com,9000000242,CSE,1,4,A
1243,CSE221243,Student_243,Male,student243@mail.com,9000000243,AI,4,7,C
1244,CSE221244,Student_244,Male,student244@mail.com,9000000244,ECE,1,2,C
1245,CSE221245,Student_245,Male,student245@mail.com,9000000245,AI,1,3,A
1246,CSE221246,Student_246,Female,student246@mail.com,9000000246,AI,4,8,B
1247,CSE221247,Student_247,Female,student247@mail.com,9000000247,IT,3,4,A
1248,CSE221248,Student_248,Male,student248@mail.com,9000000248,ECE,2,2,A
1249,CSE221249,Student_249,Female,student249@mail.com,9000000249,AI,2,7,A
1250,CSE221250,Student_250,Male,student250@mail.com,9000000250,DS,4,5,C
1251,CSE221251,Student_251,Male,student251@mail.com,9000000251,DS,4,7,A
1252,CSE221252,Student_252,Female,student252@mail.com,9000000252,DS,4,6,B
1253,CSE221253,Student_253,Female,student253@mail.com,9000000253,IT,4,8,A
1254,CSE221254,Student_254,Male,student254@mail.com,9000000254,ECE,1,8,C
1255,CSE221255,Student_255,Female,student255@mail.com,9000000255,AI,4,8,B
1256,CSE221256,Student_256,Male,student256@mail.com,9000000256,CSE,2,8,A
1257,CSE221257,Student_257,Male,student257@mail.com,9000000257,IT,3,1,A
1258,CSE221258,Student_258,Male,student258@mail.com,9000000258,DS,4,1,A
1259,CSE221259,Student_259,Male,student259@mail.com,9000000259,DS,4,3,C
1260,CSE221260,Student_260,Female,student260@mail.com,9000000260,ECE,2,2,A
1261,CSE221261,Student_261,Female,student261@mail.com,9000000261,AI,1,3,B
1262,CSE221262,Student_262,Male,student262@mail.com,9000000262,DS,3,3,A
1263,CSE221263,Student_263,Male,student263@mail.com,9000000263,AI,4,3,B
1264,CSE221264,Student_264,Female,student264@mail.com,9000000264,AI,4,6,C
1265,CSE221265,Student_265,Female,student265@mail.com,9000000265,CSE,2,3,C
1266,CSE221266,Student_266,Female,student266@mail.com,9000000266,ECE,2,3,B
1267,CSE221267,Student_267,Female,student267@mail.com,9000000267,DS,3,7,A
1268,CSE221268,Student_268,Female,student268@mail.com,9000000268,DS,1,8,C
1269,CSE221269,Student_269,Female,student269@mail.com,9000000269,AI,1,3,C
1270,CSE221270,Student_270,Male,student270@mail.com,9000000270,ECE,4,2,A
1271,CSE221271,Student_271,Female,student271@mail.com,9000000271,ECE,4,6,C
1272,CSE221272,Student_272,Female,student272@mail.com,9000000272,CSE,3,5,C
1273,CSE221273,Student_273,Male,student273@mail.com,9000000273,AI,3,7,B
1274,CSE221274,Student_274,Male,student274@mail.com,9000000274,ECE,3,3,A
1275,CSE221275,Student_275,Male,student275@mail.com,9000000275,IT,3,2,A
1276,CSE221276,Student_276,Male,student276@mail.com,9000000276,AI,3,2,B
1277,CSE221277,Student_277,Male,student277@mail.com,9000000277,DS,2,2,B
1278,CSE221278,Student_278,Male,student278@mail.com,9000000278,DS,2,2,A
1279,CSE221279,Student_279,Male,student279@mail.com,9000000279,DS,2,4,A
1280,CSE221280,Student_280,Male,student280@mail.com,9000000280,ECE,4,3,C
1281,CSE221281,Student_281,Female,student281@mail.com,9000000281,IT,4,5,C
1282,CSE221282,Student_282,Male,student282@mail.com,9000000282,CSE,3,1,B
1283,CSE221283,Student_283,Male,student283@mail.com,9000000283,AI,1,4,C
1284,CSE221284,Student_284,Female,student284@mail.com,9000000284,IT,1,7,C
1285,CSE221285,Student_285,Female,student285@mail.com,9000000285,ECE,2,6,C
1286,CSE221286,Student_286,Female,student286@mail.com,9000000286,DS,2,5,B
1287,CSE221287,Student_287,Male,student287@mail.com,9000000287,DS,3,3,A
1288,CSE221288,Student_288,Female,student288@mail.com,9000000288,AI,3,1,C
1289,CSE221289,Student_289,Female,student289@mail.com,9000000289,ECE,3,2,C
1290,CSE221290,Student_290,Female,student290@mail.com,9000000290,IT,1,3,A
1291,CSE221291,Student_291,Male,student291@mail.com,9000000291,DS,2,5,B
1292,CSE221292,Student_292,Male,student292@mail.com,9000000292,ECE,3,2,A
1293,CSE221293,Student_293,Male,student293@mail.com,9000000293,AI,3,6,C
1294,CSE221294,Student_294,Female,student294@mail.com,9000000294,CSE,1,5,C
1295,CSE221295,Student_295,Female,student295@mail.com,9000000295,DS,3,1,A
1296,CSE221296,Student_296,Female,student296@mail.com,9000000296,DS,3,1,C
1297,CSE221297,Student_297,Female,student297@mail.com,9000000297,CSE,4,2,C
1298,CSE221298,Student_298,Female,student298@mail.com,9000000298,ECE,2,8,B
1299,CSE221299,Student_299,Male,student299@mail.com,9000000299,AI,3,6,B
1300,CSE221300,Student_300,Female,student300@mail.com,9000000300,ECE,3,2,C
1301,CSE221301,Student_301,Female,student301@mail.com,9000000301,DS,2,3,C
1302,CSE221302,Student_302,Female,student302@mail.com,9000000302,ECE,3,7,A
1303,CSE221303,Student_303,Male,student303@mail.com,9000000303,CSE,2,4,A
1304,CSE221304,Student_304,Male,student304@mail.com,9000000304,AI,2,2,C
1305,CSE221305,Student_305,Female,student305@mail.com,9000000305,DS,2,4,A
1306,CSE221306,Student_306,Female,student306@mail.com,9000000306,DS,3,4,B
1307,CSE221307,Student_307,Male,student307@mail.com,9000000307,ECE,4,3,C
1308,CSE221308,Student_308,Male,student308@mail.com,9000000308,CSE,3,1,B
1309,CSE221309,Student_309,Male,student309@mail.com,9000000309,AI,4,3,C
1310,CSE221310,Student_310,Female,student310@mail.com,9000000310,ECE,1,8,A
1311,CSE221311,Student_311,Female,student311@mail.com,9000000311,IT,2,8,B
1312,CSE221312,Student_312,Female,student312@mail.com,9000000312,IT,4,5,B
1313,CSE221313,Student_313,Male,student313@mail.com,9000000313,ECE,4,2,C
1314,CSE221314,Student_314,Male,student314@mail.com,9000000314,IT,3,3,C
1315,CSE221315,Student_315,Female,student315@mail.com,9000000315,IT,4,6,B
1316,CSE221316,Student_316,Male,student316@mail.com,9000000316,DS,4,7,C
1317,CSE221317,Student_317,Female,student317@mail.com,9000000317,DS,3,6,B
1318,CSE221318,Student_318,Male,student318@mail.com,9000000318,ECE,2,6,C
1319,CSE221319,Student_319,Male,student319@mail.com,9000000319,DS,3,2,A
1320,CSE221320,Student_320,Female,student320@mail.com,9000000320,AI,2,5,A
1321,CSE221321,Student_321,Male,student321@mail.com,9000000321,DS,3,8,A
1322,CSE221322,Student_322,Female,student322@mail.com,9000000322,CSE,1,2,B
1323,CSE221323,Student_323,Male,student323@mail.com,9000000323,CSE,4,2,B
1324,CSE221324,Student_324,Male,student324@mail.com,9000000324,CSE,1,3,B
1325,CSE221325,Student_325,Female,student325@mail.com,9000000325,AI,4,1,C
1326,CSE221326,Student_326,Female,student326@mail.com,9000000326,CSE,3,2,B
1327,CSE221327,Student_327,Female,student327@mail.com,9000000327,AI,2,2,C
1328,CSE221328,Student_328,Female,student328@mail.com,9000000328,IT,1,1,C
1329,CSE221329,Student_329,Male,student329@mail.com,9000000329,AI,4,7,B
1330,CSE221330,Student_330,Male,student330@mail.com,9000000330,CSE,1,7,B
1331,CSE221331,Student_331,Female,student331@mail.com,9000000331,CSE,3,5,A
1332,CSE221332,Student_332,Female,student332@mail.com,9000000332,DS,2,7,C
1333,CSE221333,Student_333,Female,student333@mail.com,9000000333,CSE,4,6,B
1334,CSE221334,Student_334,Female,student334@mail.com,9000000334,AI,2,2,A
1335,CSE221335,Student_335,Male,student335@mail.com,9000000335,DS,1,4,C
1336,CSE221336,Student_336,Male,student336@mail.com,9000000336,AI,1,6,B
1337,CSE221337,Student_337,Male,student337@mail.com,9000000337,IT,2,2,B
1338,CSE221338,Student_338,Male,student338@mail.com,9000000338,IT,3,4,C
1339,CSE221339,Student_339,Male,student339@mail.com,9000000339,DS,2,6,A
1340,CSE221340,Student_340,Female,student340@mail.com,9000000340,CSE,1,2,B
1341,CSE221341,Student_341,Female,student341@mail.com,9000000341,IT,4,3,C
1342,CSE221342,Student_342,Male,student342@mail.com,9000000342,DS,2,5,A
1343,CSE221343,Student_343,Male,student343@mail.com,9000000343,DS,1,4,C
1344,CSE221344,Student_344,Male,student344@mail.com,9000000344,CSE,4,2,C
1345,CSE221345,Student_345,Male,student345@mail.com,9000000345,AI,1,8,C
1346,CSE221346,Student_346,Female,student346@mail.com,9000000346,ECE,1,6,C
1347,CSE221347,Student_347,Male,student347@mail.com,9000000347,DS,2,8,A
1348,CSE221348,Student_348,Male,student348@mail.com,9000000348,IT,1,2,A
1349,CSE221349,Student_349,Male,student349@mail.com,9000000349,ECE,2,7,A
1350,CSE221350,Student_350,Male,student350@mail.com,9000000350,CSE,3,6,C
1351,CSE221351,Student_351,Male,student351@mail.com,9000000351,IT,2,3,A
1352,CSE221352,Student_352,Female,student352@mail.com,9000000352,IT,2,5,A
1353,CSE221353,Student_353,Male,student353@mail.com,9000000353,CSE,4,8,C
